id,question,version,time_elapsed,proof,score,pilot
peacock,qID-2,A,4.442,T1_S2_IN1,1.0,0.0
eagle,qID-1,B,72.789,P1,1.0,0.0
eagle,qID-3,B,12.96,P1,1.0,0.0
eagle,qID-2,B,17.56,P1,1.0,0.0
eagle,qID-1,B,14.669,P2,1.0,0.0
eagle,qID-3,B,11.705,P2,1.0,0.0
eagle,qID-2,B,9.378,P2,1.0,0.0
eagle,qID-1,B,31.36,P4,1.0,0.0
eagle,qID-12,B,10.358,P4,0.0,0.0
eagle,qID-11,B,45.824,P4,1.0,0.0
eagle,qID-13,B,9.595,P4,1.0,0.0
eagle,qID-1,B,15.165,P3,1.0,0.0
eagle,qID-1,B,14.528,P7,0.0,0.0
eagle,qID-1,B,23.038,P6,1.0,0.0
eagle,qID-1,B,10.925,P5,1.0,0.0
eagle,qID-0,B,237.066,T1_S1_C1,1.0,0.0
eagle,qID-11,B,77.375,T1_S1_C1,3.0,0.0
eagle,qID-2,B,25.797,T1_S1_C1,1.0,0.0
eagle,qID-3,B,23.26,T1_S1_C1,0.0,0.0
eagle,qID-0,B,411.912,T1_S1_C2,1.0,0.0
eagle,qID-11,B,29.064,T1_S1_C2,0.0,0.0
eagle,qID-12,B,69.96,T1_S1_C2,0.0,0.0
eagle,qID-13,B,8.003,T1_S1_C2,0.0,0.0
eagle,qID-0,B,131.948,T1_S1_IN3,1.0,0.0
eagle,qID-11,B,10.623,T1_S1_IN3,0.0,0.0
eagle,qID-3,B,15.422,T1_S1_IN3,1.0,0.0
eagle,qID-0,B,96.888,T1_S1_IN2,1.0,0.0
eagle,qID-11,B,2.301,T1_S1_IN2,0.0,0.0
eagle,qID-1,B,26.418,T1_S1_IN2,1.0,0.0
eagle,qID-2,B,44.999,T1_S1_IN2,1.0,0.0
eagle,qID-0,B,121.437,T1_S1_IN1,1.0,0.0
eagle,qID-11,B,1.68,T1_S1_IN1,0.0,0.0
eagle,qID-2,B,39.205,T1_S1_IN1,0.0,0.0
eagle,qID-3,B,32.231,T1_S1_IN1,0.0,0.0
eagle,qID-0,B,190.571,T1_S2_IN1,1.0,0.0
eagle,qID-11,B,2.459,T1_S2_IN1,0.0,0.0
eagle,qID-2,B,14.26,T1_S2_IN1,0.0,0.0
eagle,qID-0,B,153.779,T1_S2_IN2,1.0,0.0
eagle,qID-11,B,1.842,T1_S2_IN2,0.0,0.0
eagle,qID-2,B,15.954,T1_S2_IN2,0.0,0.0
eagle,qID-1,B,39.991,T1_S2_IN2,0.0,0.0
eagle,qID-0,B,177.941,T1_S2_C2,1.0,0.0
eagle,qID-11,B,1.92,T1_S2_C2,3.0,0.0
eagle,qID-1,B,33.082,T1_S2_C2,0.0,0.0
eagle,qID-2,B,13.938,T1_S2_C2,0.0,0.0
giraffe,qID-1,B,89.162,P1,1.0,0.0
giraffe,qID-3,B,8.819,P1,1.0,0.0
giraffe,qID-2,B,9.033,P1,1.0,0.0
giraffe,qID-3,B,8.819,P2,1.0,0.0
giraffe,qID-1,B,11.047,P2,1.0,0.0
giraffe,qID-2,B,9.084,P2,1.0,0.0
giraffe,qID-1,B,24.719,P7,0.0,0.0
giraffe,qID-12,B,5.335,P7,0.0,0.0
giraffe,qID-13,B,2.167,P7,0.0,0.0
giraffe,qID-11,B,24.172,P7,1.0,0.0
giraffe,qID-1,B,7.134,P4,1.0,0.0
giraffe,qID-1,B,8.539,P6,1.0,0.0
giraffe,qID-1,B,7.616,P5,1.0,0.0
giraffe,qID-1,B,7.201,P3,1.0,0.0
giraffe,qID-0,A,124.376,T1_S1_C2,1.0,0.0
giraffe,qID-11,A,30.166,T1_S1_C2,3.0,0.0
giraffe,qID-4,A,23.175,T1_S1_C2,1.0,0.0
giraffe,qID-3,A,26.024,T1_S1_C2,1.0,0.0
giraffe,qID-0,A,59.292,T1_S1_IN1,1.0,0.0
giraffe,qID-11,A,35.724,T1_S1_IN1,1.0,0.0
giraffe,qID-12,A,8.451,T1_S1_IN1,1.0,0.0
giraffe,qID-13,A,24.196,T1_S1_IN1,0.0,0.0
giraffe,qID-2,A,20.805,T1_S1_IN1,0.0,0.0
giraffe,qID-3,A,15.75,T1_S1_IN1,0.0,0.0
giraffe,qID-0,A,36.862,T1_S1_C1,1.0,0.0
giraffe,qID-11,A,1.41,T1_S1_C1,3.0,0.0
giraffe,qID-2,A,19.636,T1_S1_C1,0.0,0.0
giraffe,qID-3,A,30.233,T1_S1_C1,0.0,0.0
giraffe,qID-0,A,128.411,T1_S1_IN3,1.0,0.0
giraffe,qID-11,A,2.677,T1_S1_IN3,1.0,0.0
giraffe,qID-12,A,3.027,T1_S1_IN3,1.0,0.0
giraffe,qID-13,A,14.488,T1_S1_IN3,1.0,0.0
giraffe,qID-3,A,18.269,T1_S1_IN3,1.0,0.0
giraffe,qID-0,A,42.775,T1_S1_IN2,1.0,0.0
giraffe,qID-11,A,2.089,T1_S1_IN2,1.0,0.0
giraffe,qID-12,A,10.821,T1_S1_IN2,1.0,0.0
giraffe,qID-13,A,50.533,T1_S1_IN2,0.0,0.0
giraffe,qID-1,A,7.087,T1_S1_IN2,1.0,0.0
giraffe,qID-2,A,29.086,T1_S1_IN2,1.0,0.0
giraffe,qID-0,A,45.733,T1_S2_IN2,1.0,0.0
giraffe,qID-11,A,87.196,T1_S2_IN2,0.0,0.0
giraffe,qID-1,A,21.163,T1_S2_IN2,0.0,0.0
giraffe,qID-2,A,34.316,T1_S2_IN2,1.0,0.0
giraffe,qID-0,A,156.928,T1_S2_IN1,1.0,0.0
giraffe,qID-11,A,2.194,T1_S2_IN1,1.0,0.0
giraffe,qID-12,A,6.678,T1_S2_IN1,1.0,0.0
giraffe,qID-13,A,46.611,T1_S2_IN1,1.0,0.0
giraffe,qID-2,A,5.491,T1_S2_IN1,0.0,0.0
giraffe,qID-0,A,42.231,T1_S2_C2,1.0,0.0
giraffe,qID-11,A,3.032,T1_S2_C2,3.0,0.0
giraffe,qID-2,A,45.924,T1_S2_C2,1.0,0.0
giraffe,qID-1,A,11.709,T1_S2_C2,0.0,0.0
hippo,qID-2,B,95.151,P1,1.0,0.0
hippo,qID-1,B,22.829,P1,1.0,0.0
hippo,qID-3,B,11.98,P1,1.0,0.0
hippo,qID-2,B,7.747,P2,1.0,0.0
hippo,qID-1,B,6.715,P2,1.0,0.0
hippo,qID-3,B,7.426,P2,1.0,0.0
hippo,qID-1,B,13.871,P5,1.0,0.0
hippo,qID-12,B,12.031,P5,0.0,0.0
hippo,qID-13,B,3.638,P5,0.0,0.0
hippo,qID-11,B,34.779,P5,0.0,0.0
hippo,qID-1,B,12.737,P3,1.0,0.0
hippo,qID-1,B,10.066,P4,1.0,0.0
hippo,qID-1,B,10.104,P6,1.0,0.0
hippo,qID-1,B,32.699,P7,1.0,0.0
hippo,qID-0,B,100.498,T1_S1_IN2,1.0,0.0
hippo,qID-11,B,3.369,T1_S1_IN2,1.0,0.0
hippo,qID-12,B,54.875,T1_S1_IN2,1.0,0.0
hippo,qID-13,B,33.387,T1_S1_IN2,0.0,0.0
hippo,qID-2,B,12.064,T1_S1_IN2,1.0,0.0
hippo,qID-1,B,25.076,T1_S1_IN2,1.0,0.0
hippo,qID-0,B,209.258,T1_S1_C1,1.0,0.0
hippo,qID-11,B,26.693,T1_S1_C1,3.0,0.0
hippo,qID-3,B,16.237,T1_S1_C1,1.0,0.0
hippo,qID-2,B,22.786,T1_S1_C1,1.0,0.0
hippo,qID-0,B,42.197,T1_S1_IN1,1.0,0.0
hippo,qID-11,B,140.021,T1_S1_IN1,1.0,0.0
hippo,qID-12,B,3.55,T1_S1_IN1,0.0,0.0
hippo,qID-13,B,55.487,T1_S1_IN1,0.0,0.0
hippo,qID-2,B,15.435,T1_S1_IN1,1.0,0.0
hippo,qID-3,B,22.308,T1_S1_IN1,1.0,0.0
hippo,qID-0,B,44.249,T1_S1_IN3,1.0,0.0
hippo,qID-11,B,105.749,T1_S1_IN3,0.0,0.0
hippo,qID-3,B,20.309,T1_S1_IN3,1.0,0.0
hippo,qID-0,B,28.314,T1_S1_C2,1.0,0.0
hippo,qID-11,B,50.019,T1_S1_C2,0.0,0.0
hippo,qID-12,B,4.941,T1_S1_C2,0.0,0.0
hippo,qID-13,B,32.07,T1_S1_C2,0.0,0.0
hippo,qID-3,B,76.699,T1_S1_C2,1.0,0.0
hippo,qID-4,B,25.419,T1_S1_C2,1.0,0.0
hippo,qID-0,B,355.166,T1_S2_IN1,1.0,0.0
hippo,qID-11,B,6.844,T1_S2_IN1,0.0,0.0
hippo,qID-2,B,7.496,T1_S2_IN1,0.0,0.0
hippo,qID-0,B,224.739,T1_S2_IN2,1.0,0.0
hippo,qID-11,B,1.87,T1_S2_IN2,0.0,0.0
hippo,qID-2,B,7.07,T1_S2_IN2,0.0,0.0
hippo,qID-1,B,55.893,T1_S2_IN2,1.0,0.0
hippo,qID-0,B,81.87,T1_S2_C2,1.0,0.0
hippo,qID-11,B,74.944,T1_S2_C2,0.0,0.0
hippo,qID-12,B,8.244,T1_S2_C2,0.0,0.0
hippo,qID-13,B,16.784,T1_S2_C2,0.0,0.0
hippo,qID-1,B,36.827,T1_S2_C2,1.0,0.0
hippo,qID-2,B,123.29,T1_S2_C2,1.0,0.0
rhino,qID-2,B,98.369,P1,1.0,0.0
rhino,qID-3,B,10.19,P1,1.0,0.0
rhino,qID-1,B,16.957,P1,1.0,0.0
rhino,qID-2,B,6.922,P2,1.0,0.0
rhino,qID-1,B,6.863,P2,1.0,0.0
rhino,qID-3,B,5.963,P2,1.0,0.0
rhino,qID-1,B,46.901,P5,1.0,0.0
rhino,qID-11,B,22.296,P5,0.0,0.0
rhino,qID-13,B,4.752,P5,1.0,0.0
rhino,qID-12,B,3.929,P5,0.0,0.0
rhino,qID-1,B,8.492,P4,1.0,0.0
rhino,qID-1,B,7.44,P7,0.0,0.0
rhino,qID-1,B,6.035,P3,1.0,0.0
rhino,qID-1,B,5.051,P6,1.0,0.0
rhino,qID-0,A,109.803,T1_S1_IN3,1.0,0.0
rhino,qID-11,A,5.901,T1_S1_IN3,0.0,0.0
rhino,qID-3,A,24.918,T1_S1_IN3,1.0,0.0
rhino,qID-0,A,75.415,T1_S1_IN2,1.0,0.0
rhino,qID-11,A,3.631,T1_S1_IN2,1.0,0.0
rhino,qID-12,A,28.056,T1_S1_IN2,0.0,0.0
rhino,qID-13,A,75.926,T1_S1_IN2,0.0,0.0
rhino,qID-1,A,12.772,T1_S1_IN2,1.0,0.0
rhino,qID-2,A,16.073,T1_S1_IN2,1.0,0.0
rhino,qID-0,A,16.89,T1_S1_C2,1.0,0.0
rhino,qID-11,A,13.321,T1_S1_C2,3.0,0.0
rhino,qID-3,A,72.86,T1_S1_C2,1.0,0.0
rhino,qID-4,A,25.774,T1_S1_C2,1.0,0.0
rhino,qID-0,A,24.884,T1_S1_IN1,1.0,0.0
rhino,qID-11,A,44.481,T1_S1_IN1,0.0,0.0
rhino,qID-3,A,14.895,T1_S1_IN1,0.0,0.0
rhino,qID-2,A,10.459,T1_S1_IN1,1.0,0.0
rhino,qID-0,A,23.642,T1_S1_C1,1.0,0.0
rhino,qID-11,A,6.515,T1_S1_C1,3.0,0.0
rhino,qID-2,A,18.003,T1_S1_C1,0.0,0.0
rhino,qID-3,A,50.505,T1_S1_C1,0.0,0.0
rhino,qID-0,A,13.762,T1_S2_IN2,1.0,0.0
rhino,qID-11,A,18.718,T1_S2_IN2,0.0,0.0
rhino,qID-1,A,40.915,T1_S2_IN2,0.0,0.0
rhino,qID-2,A,45.472,T1_S2_IN2,0.0,0.0
rhino,qID-0,A,8.775,T1_S2_C2,1.0,0.0
rhino,qID-11,A,2.342,T1_S2_C2,3.0,0.0
rhino,qID-1,A,36.786,T1_S2_C2,1.0,0.0
rhino,qID-2,A,54.444,T1_S2_C2,1.0,0.0
rhino,qID-0,A,11.878,T1_S2_IN1,1.0,0.0
rhino,qID-11,A,11.491,T1_S2_IN1,0.0,0.0
rhino,qID-2,A,99.687,T1_S2_IN1,0.0,0.0
pA,qID-1,B,229.263,P1,1.0,1.0
pA,qID-2,B,19.307,P1,1.0,1.0
pA,qID-3,B,23.875,P1,1.0,1.0
pA,qID-2,B,21.555,P2,1.0,1.0
pA,qID-1,B,30.24,P2,1.0,1.0
pA,qID-3,B,9.753,P2,1.0,1.0
pA,qID-1,B,30.374,P5,1.0,1.0
pA,qID-13,B,18.056,P5,0.0,1.0
pA,qID-12,B,2.76,P5,1.0,1.0
pA,qID-11,B,46.415,P5,1.0,1.0
pA,qID-1,B,10.204,P6,1.0,1.0
pA,qID-1,B,58.264,P7,1.0,1.0
pA,qID-1,B,45.627,P4,1.0,1.0
pA,qID-1,B,11.294,P3,1.0,1.0
pA,qID-0,A,97.402,T1_S1_C1,1.0,1.0
pA,qID-11,A,101.692,T1_S1_C1,3.0,1.0
pA,qID-13,A,24.141,T1_S1_C1,0.0,1.0
pA,qID-3,A,40.097,T1_S1_C1,1.0,1.0
pA,qID-2,A,51.299,T1_S1_C1,1.0,1.0
pA,qID-0,A,101.841,T1_S1_C2,1.0,1.0
pA,qID-11,A,98.97,T1_S1_C2,0.0,1.0
pA,qID-12,A,15.108,T1_S1_C2,0.0,1.0
pA,qID-13,A,62.598,T1_S1_C2,0.0,1.0
pA,qID-3,A,18.12,T1_S1_C2,1.0,1.0
pA,qID-4,A,4.377,T1_S1_C2,0.0,1.0
pA,qID-0,A,3.616,T1_S1_IN1,1.0,1.0
pA,qID-11,A,44.667,T1_S1_IN1,1.0,1.0
pA,qID-12,A,9.063,T1_S1_IN1,1.0,1.0
pA,qID-13,A,41.107,T1_S1_IN1,1.0,1.0
pA,qID-2,A,141.494,T1_S1_IN1,1.0,1.0
pA,qID-3,A,24.785,T1_S1_IN1,1.0,1.0
pA,qID-0,A,55.712,T1_S1_IN2,1.0,1.0
pA,qID-11,A,28.827,T1_S1_IN2,1.0,1.0
pA,qID-12,A,58.924,T1_S1_IN2,1.0,1.0
pA,qID-13,A,49.932,T1_S1_IN2,1.0,1.0
pA,qID-1,A,52.288,T1_S1_IN2,1.0,1.0
pA,qID-2,A,24.225,T1_S1_IN2,1.0,1.0
pA,qID-0,A,91.16,T1_S1_IN3,1.0,1.0
pA,qID-11,A,10.348,T1_S1_IN3,0.0,1.0
pA,qID-13,A,3.038,T1_S1_IN3,1.0,1.0
pA,qID-3,A,11.297,T1_S1_IN3,1.0,1.0
pA,qID-0,A,121.102,T1_S2_IN1,1.0,1.0
pA,qID-11,A,2.966,T1_S2_IN1,1.0,1.0
pA,qID-12,A,6.953,T1_S2_IN1,1.0,1.0
pA,qID-13,A,192.594,T1_S2_IN1,0.0,1.0
pA,qID-2,A,12.295,T1_S2_IN1,1.0,1.0
pA,qID-0,A,3.535,T1_S2_C2,1.0,1.0
pA,qID-11,A,116.436,T1_S2_C2,3.0,1.0
pA,qID-13,A,1.879,T1_S2_C2,0.0,1.0
pA,qID-1,A,34.293,T1_S2_C2,1.0,1.0
pA,qID-2,A,28.269,T1_S2_C2,1.0,1.0
pA,qID-0,A,108.685,T1_S2_IN2,1.0,1.0
pA,qID-11,A,1.987,T1_S2_IN2,1.0,1.0
pA,qID-12,A,10.351,T1_S2_IN2,1.0,1.0
pA,qID-13,A,16.348,T1_S2_IN2,1.0,1.0
pA,qID-2,A,21.479,T1_S2_IN2,1.0,1.0
pA,qID-1,A,48.368,T1_S2_IN2,1.0,1.0
pB,qID-2,B,77.71,P1,1.0,1.0
pB,qID-3,B,13.151,P1,1.0,1.0
pB,qID-1,B,8.165,P1,1.0,1.0
pB,qID-1,B,14.149,P2,1.0,1.0
pB,qID-2,B,6.039,P2,1.0,1.0
pB,qID-3,B,5.662,P2,1.0,1.0
pB,qID-1,B,35.47,P7,1.0,1.0
pB,qID-13,B,15.48,P7,1.0,1.0
pB,qID-12,B,22.069,P7,0.0,1.0
pB,qID-11,B,28.99,P7,1.0,1.0
pB,qID-1,B,11.507,P5,1.0,1.0
pB,qID-1,B,11.374,P3,1.0,1.0
pB,qID-1,B,10.492,P4,1.0,1.0
pB,qID-1,B,8.927,P6,1.0,1.0
pB,qID-0,A,62.939,T1_S1_IN2,1.0,1.0
pB,qID-11,A,5.888,T1_S1_IN2,1.0,1.0
pB,qID-12,A,15.613,T1_S1_IN2,1.0,1.0
pB,qID-13,A,32.702,T1_S1_IN2,1.0,1.0
pB,qID-2,A,18.013,T1_S1_IN2,1.0,1.0
pB,qID-1,A,26.507,T1_S1_IN2,1.0,1.0
pB,qID-0,A,55.943,T1_S1_C2,1.0,1.0
pB,qID-11,A,10.646,T1_S1_C2,3.0,1.0
pB,qID-3,A,17.36,T1_S1_C2,1.0,1.0
pB,qID-4,A,12.762,T1_S1_C2,1.0,1.0
pB,qID-0,A,48.168,T1_S1_C1,1.0,1.0
pB,qID-11,A,4.619,T1_S1_C1,3.0,1.0
pB,qID-3,A,12.213,T1_S1_C1,1.0,1.0
pB,qID-2,A,12.393,T1_S1_C1,1.0,1.0
pB,qID-0,A,31.42,T1_S1_IN1,1.0,1.0
pB,qID-11,A,3.792,T1_S1_IN1,1.0,1.0
pB,qID-12,A,8.065,T1_S1_IN1,1.0,1.0
pB,qID-13,A,20.474,T1_S1_IN1,0.0,1.0
pB,qID-3,A,33.259,T1_S1_IN1,1.0,1.0
pB,qID-2,A,29.487,T1_S1_IN1,1.0,1.0
pB,qID-0,A,63.892,T1_S1_IN3,1.0,1.0
pB,qID-11,A,1.544,T1_S1_IN3,1.0,1.0
pB,qID-12,A,2.671,T1_S1_IN3,1.0,1.0
pB,qID-13,A,21.992,T1_S1_IN3,1.0,1.0
pB,qID-3,A,60.852,T1_S1_IN3,1.0,1.0
pB,qID-0,A,74.957,T1_S2_IN2,1.0,1.0
pB,qID-11,A,1.777,T1_S2_IN2,1.0,1.0
pB,qID-12,A,6.495,T1_S2_IN2,1.0,1.0
pB,qID-13,A,19.481,T1_S2_IN2,1.0,1.0
